text,label
"I know, that's not what you expect from a film with this sort of<br /><br />lineage- it's a direct descendant of The Best Years of Our Lives<br /><br />and The Men... films dealing with men who are in the hospital<br /><br />dealing with tragic circumstances. But this film is full of wonderful<br /><br />surprises and performances. It features stellar performances from<br /><br />Eric Stoltz and Helen Hunt (including a rather risque nude scene)<br /><br />and Wesley Snipes and William Forsythe. As Emanuel Levy wrote<br /><br />in his book Cinema of Outsiders (about the Independent film<br /><br />movement) ""The Waterdance is coherant, attentive to detail, and<br /><br />unsentimental with a wicked down to earth humor- it' s at once<br /><br />funny and sad, and the entire cast is impressive."" I was<br /><br />extraordinarily moved by this film, it's hard hitting yes, but also has<br /><br />very tender moments and laugh out loud moments. A rare gem.",1
"There are similarities between Ray Lawrence's ""Jindabyne"" and his last movie ""Lantana""  a dead body and its repercussions for already dysfunctional lives. But whereas ""Lantana"" offered some hope and resolution, ""Jindabyne"" leaves everything unresolved in a bleak way that will leave most viewers unsatisfied, perhaps even cheated.<br /><br />The storyline - the aftermath of a fisherman's discovery of a corpse floating in a remote river - is based on a short story by Raymond Carver. It became an element in Robert Altman's classic 1993 ensemble ""Short Cuts"". Lawrence uses this theme for an exploration and exposition of relationships within a small Australian community under stress. The movie poses some moral questions ""Would you let the discovery of a dead body ruin your good weekend?"" and more poignantly for Australians ""Would it make any difference if the dead person was an aboriginal?"" The acting, especially by Gabriel Byrne and Laura Linney, is commendable. And there are elements of mysticism reinforced by haunting music, not unlike ""Picnic at Hanging Rock"".<br /><br />If all this sounds like the basis for a great movie - be prepared for a let down, the pace is very slow and the murder is shown near the beginning, thereby eliminating the element of mystery. And so we are left with these desolate lives and a blank finale.",0
"There's a lot going on in The College Girl Murders. A mad scientist creates an almost undetectable poisonous gas. Before he can reap the rewards of his discovery, the scientist is killed by a hooded, whip-welding monk. After a co-ed is killed in a church by the gas, Scotland Yard is called in to investigate, but the killing continues. Who can stop this mad killer who seems to be able to come and go as he pleases in and out of the college? <br /><br />What Works: <br /><br />- The Killer. What's not to like about a killer who sneaks around wearing a vivid red KKK looking outfit, complete with red gloves. The white whip he carries and uses very effectively stands out nicely against the bright red gown. Although the idea of a killer in a flaming red, pointy-head outfit sneaking around a girl's school is fairly far-fetched, it's one of the more sinister looking costumes I've seen.<br /><br />- Groovy 60s Music. I really would like to track down the title music to The College Girl Murders. It's got a jazzy, hip, 60s feel to it that I just loved.<br /><br />- Bizarre Touches. Beyond the killer's red gown and hood, the movie features a sliding fireplace, a pit of alligators with a cage handing overhead, poison spraying bibles, a strategically placed mannequin, mini-skirts, go-go boots, and mile high hair. I would describe it as a cross between the 60s Batman TV show and an Italian giallo. The College Girl Murders is a real treat for the eye.<br /><br />- The End. Let's just say that there are more twists than a mountain road. Just when you think the killer has been uncovered, here comes a twist..and another.and anotherand another.<br /><br />What Doesn't Work: <br /><br />- Chief Inspector Sir John. I know the guy was meant to be comic relief, but his buffoonish character has way too much screen time.<br /><br />- Why Have Alligators? Previously, I mentioned the alligators in the pit. And while they are a nice touch, they serve very little purpose. Why go through all the trouble and not use them? <br /><br />- Plodding Plot. Some of The College Girl Murders has no flow or rhythm to it. There are far too many moments throughout the movie when things come inexplicably to a screeching halt. Better pacing would have made this a much more enjoyable movie.<br /><br />I haven't seen many of these German krimis but of the few I have seen (Phantom of Soho, Strangler of Blackmoor Castle, Dead Eyes of London) this may be my favorite. This one has a real funky feel to it that I really go into. Had the plot flowed a little better, I could have easily given The College Girl Murders a 7/10.",1
"By the late forties the era of the screwball comedy was over, as films were moving in a different direction, comedically and otherwise. With television looming on the horizon, Hollywood would soon be in for a very rough time. Where, one wonders, would movies have gone had television not come along, or its arrival on the scene been delayed by five or ten years? Mr. Blandings Builds His Dream House offers one particular way comedy might have developed.<br /><br />Ad man Jim Blandings, along with his wife and two daughters, are living in a nice but way too cramped New York City apartment, as one day he gets the bright idea that it might be fun to realize his dream of building a house in the suburbs. So he buys some property in Connecticut and has one built to his precise specifications. Well, almost. Had he known the trouble he was in for he might have changed his mind. Then again he might not have. You decide. On this frail premise a wonderful film results, full of conflict between the middle class dream of owning one's own home and the the oftentimes unpleasant reality of acquiring one. Nothing comes easy in this life, as Mr. Blandings learns; but one needn't be miserable just because things don't always go one's way. There is, after all, the long run. But, Blandings asks himself every few minutes, how long is long?<br /><br />This movie is a delight. It is not, I suppose, a masterpiece in the Capra-McCarey tradition, but it is a worthy successor to their thirties pictures, and may well have been a harbinger of things to come had the arrival of television not changed the cultural landscape so radically. There is real warmth in the picture, and a good deal of (W.C.) Fieldsian hard-edged reality obtruding periodically, but not so much as to leave a bad taste. The people in the film are all very smart and affluent, but decidedly of the professional upper middle not the idle rich upper class.<br /><br />Lead players Cary Grant and Myrna Loy plays Mr. and Mrs. Blandings to perfection; while Melvyn Douglas is fine as their pragmatic lawyer friend, who often has to bring up unpleasant topics, such as how the real world works. There is, too, a wonderful sense of what for want of a better term one might call the romance of suburbia, which was in its infancy in the immediate postwar years, as one sees the woods and streams that drew people to the country in the first place. These people are most definitely fish out of water in the then still largely rural Connecticut. In a few short years things would change, as the mad rush to suburbia would be in full gear, destroying forever the pastoral innocence so many had yearned for in the small towns, which soon would be connected by highways, littered with bottles and cans, their effluvia rivaling anything one would encounter in the city.",1
"I've seen my share of Woody Allen's movies, and while they're not always great, you can usually be sure you're going to be entertained. Probably the last really good ones were Bullets Over Broadway ('94) and Mighty Aphrodite ('95) - since then the ones I've seen have been patchy but watchable. And so when I was invited to see the new Woody Allen movie Melinda and Melinda, which I wasn't even aware had been released yet, I went along happily. I hadn't really heard much about it so I hoped I would be pleasantly surprised.<br /><br />What I got was definitely the worst Woody Allen movie I've seen. The premise is over-explained, the cast is terrible, the script is slow and lifeless. Too many scenes said nothing and yet were stretched out, I assume to fill out what would have otherwise become a 15 minute short film.<br /><br />I don't mind the concept behind this film - two directors discuss how a simple situation could be interpreted as a comedy or a tragedy, and obviously the film proceeds to show us that, by playing out both scenarios. The problem is neither of these 'two films' are any good at all. The comedy isn't funny and the tragedy isn't very tragic. It seems like Allen came up with a good idea but then ran out of steam, or time, to actually complete the film.<br /><br />The general level of acting is notably bad also - Will Ferrell is the only one who brings anything to the table, and it's basically a Woody Allen impression. Previously good actors like Chloe Sevigny just come off as annoying, and the worst of the bunch is Radha Mitchell as Melinda (which is a shame, because her character is in nearly every scene!).<br /><br />To be fair to the actors, the script they are working with is lacking if not non-existent. Definitely a long way from the Allen we know and love from classics like Manhattan or Annie Hall.",0
"A question for all you girls out there : If a man you`ve never met before accidentally phoned you up on purpose and continued to do so at the most indiscreet moments would you be intrigued by him or so freaked out you`d phone the police ? Yeah that`s what I thought so I couldn`t swallow the idea of Marti Gerrard putting up with the unwarrented attention of Connor Hill<br /><br />***** MILD SPOILERS *****<br /><br />This is a really dumb story . Connor Hill`s wife is murdered and the plot revolves around the question is Connor phoning Marti so he can have an alibi ? But there`s a massive gap in logic here , couldn`t Connor have employed a hit man ? something the prosecution seem to have ignored . And wasn`t there any forensics at the murder scene ? So why does the whole trial rest on Connor phoning Marti at the time of the murder ? Dumb . Dumb . Dumb . And it`s as predictable as it is brainless .<br /><br />My abiding memory of this film is that for someone who made the winter Olympics Marti Gerrard is a really crap downhill skier",0
"I like this movie a lot, but it's a fact, that you cannot understand it, unless you're from the ex Yugoslavia. Most of the actors are now dead and those were the best actors in ex Yugoslavia. I appreciate that this movie is now on Divx and I can have it in my collection. Macedonia. Serbia. Montenegro. Bosnia and Herzegowina. Croatia. Slovenia.<br /><br />All of this was ex Yugoslavia, a melting pot of the Balcan nations. It could be a dream land, if Slobodan Milosevic, Franjo Tudjman and other nationalists wouldn't poison the nation's mind with their sick ideas.",1
"It's been so long since I've seen this movie (at least 15 years) and yet it still haunts me with a vivid image of the horrific consequences that prisoners of war can face despite the terms of the Geneva Convention.<br /><br />A unit of Australian underwater demolitions experts are captured in an archipelago near Japan following a successful mission to set mines in a Japanese harbor.<br /><br />Once in prison these men expect the same treatment as any other POWs but to their dismay soon learn from a friendly Japanese prison guard that they are being tried as spies since they were out of uniform when captured. The consequences of such an infraction, by Japanese martial code, is execution by beheading.<br /><br />Despite their pleas, and the pleas of the sympathetic prison guard, the day of reckoning approaches like a ticking time bomb. The tension is so high you will actually hear the ticking, though it may just be your chest pounding with the percussion of a marching execution squad.<br /><br />The ending is actually too painful to reenact in my head much less write it here. But I can promise you-- you'll never forget it. Good luck finding the video in the U.S.",1
"I watched the first 15 minutes, thinking it was a real documentary (with an irritatingly overly dramatic ""on camera"" producer).<br /><br />When I realized it was all staged I thought ""why would I want to waste my time watching this junk??"" So I turned it off and came online to warn other people. The characters don't act in a believable way. too much immature emotion. for a guy to travel half way around the world into a war torn country, he acted like a kid. and I don't believe it was because ""his character was so upset about the trade center bombings"".<br /><br />very trite and stupid.<br /><br />have you seen ""city of lost children""? french dark fantasy film about a guy who kidnaps kids and steals their dreams... I liked it!",0
"As a huge fan of only the first 2 seasons of BSG and the stand alone feature BSG Razor I was hoping that this release would return the franchise to its original glory days. Usually I have no problem with science fiction that is mostly dialog driven as opposed to a visual bonanza of special effects. If the script is tight with some original ideas delivered by good actors one can create a profound film with little CGI money spent. This prequel has none of those aforementioned requirements going for it. The virtual reality world created by the terrorist teenagers was both ridiculous & unbelievable. This scene was simply put there to raise the release rating to Restricted. Not that teens don't love virtual reality mosh pits filled with sex & violence & heavy dance music. Its the part about those same teens having the intellectual depth & reason or political & religious passion as to create such futuristic software or become suicide bombers that perplexes me. These kids are definitely not from this planet. The movie plays out like a soap opera with only the last 10 minutes being slightly interesting. The scene with Eric Stolz giving his cyborg a devine conscienceness via the student firmware upgrade was amusing if not entertaining. But this old concept was far better portrayed & much more believable in the brilliant, classic original ""Frankenstein"" with Boris Karloff. Caprica rips off its only interesting idea from an old Hollywood horror film. No surprise there! Overall this movie was bland & unoriginal & cheap looking, using recycled CGI of Caprica from BSG. I doubt I'll be watching this space soap when it premieres on the Sci-Fi channel. Unless of course I happen to be suffering from a bad bout of insomnia at which time this show would definitely be the cure. Zzzzzzzz",0
"Dumb is as dumb does, in this thoroughly uninteresting, supposed black comedy. Essentially what starts out as Chris Klein trying to maintain a low profile, eventually morphs into an uninspired version of ""The Three Amigos"", only without any laughs. In order for black comedy to work, it must be outrageous, which ""Play Dead"" is not. In order for black comedy to work, it cannot be mean spirited, which ""Play Dead"" is. What ""Play Dead"" really is, is a town full of nut jobs. Fred Dunst does however do a pretty fair imitation of Billy Bob Thornton's character from ""A Simple Plan"", while Jake Busey does a pretty fair imitation of, well, Jake Busey. - MERK",0
"I rented this film yesterday mostly due to the good-looking art and the summary given on the back of the jacket. After popping it into my DVD player I re-examined the jacket cover and even though I took the cover out of from the plastic viewer, I STILL could not read any of the production detail information about the film. This film is entitled Evil on the Jacket and had to locate it by going to Faith Films website to find out any linkage to it here on IMDb.<br /><br />The filming and special affects done in the film looked quite good ... THEN, a line-reading actor spoke. Oh dear ... this actor's reading sounded like some pimple-faced high school jock whose voice just managed to change pitch, and no attempt given to go beyond reading the lines from the script. At first I thought I got a bad disc out of audio sync, then had to surmise it was a foreign film since I couldn't read the jacket... English dialog dubbed. If they'd casted the right person for dubbing the dialog, this film MIGHT have been decent. I gave it a chance of about 20 minutes before ejecting it when I discovered the bad line reader wasn't going to get killed off, but stay as the constant main fixture. Yes, it is THAT bad! The jacket cover art and the art done in the film are great, so gave the one star, but minus 1,999,999 stars for the rotten dialog. I do not recommend this one!",0
"I was China in this film. I choose the screen name Sheeba Alahani because I was modeling at the time in Italy and they couldn't pronounce my real name correctly, so I choose Sheeba and then added Alahani since it was similar to Alohalani.<br /><br />I had never acted before (and it shows), but it was so much fun to film. They gave me ""acting lessons"" each morning (which obviously were not useful). They dubbed my voice (thank goodness).<br /><br />David and Peter were a blast on the set, full of good humor and jokes. This film was never meant to be taken seriously, it was a tax write off according to inside information. <br /><br />I give it a 1 because I have a sense of humor, but a 10 for the fun I had ""acting"" in it.",0
"One of the more satisfying Western all'italiana, Johnny Yuma has the freshness of many WAI made during the heyday of the genre and is highly recommended for fans of the genre or offbeat, intelligent cinema.<br /><br />Johnny Yuma is, in most respects, not terribly original, but this actually does not count against it. The success of a genre film depends on how well it meets the audience's expectations as well as provides surprising variations on these expected elements. Earlier, pleasing experiences are recreated but with subtle (or major) twist that provide continuing interest. The quality of the execution is also, obviously, important. A tired retread will be less successful than a sincere attempt to entertain or move the audience.<br /><br />Given these criteria, Johnny Yuma succeeds. There are numerous reprises of elements from earlier films. The setting is the brutal, twisted semi-feudal twilight world of shared by many of the best ""Gothic family"" westerns made 1964-1968 such as Tempo di massacre (1966). The plot is a combination of the basic Fistful of Dollars (1964) plot and the Ringo films, a fact not surprising as screenwriter Fendiando di Leo was involved in both. Di Leo was one of the best screenwriters in the popular cinema coming out of Cinecitta in the 1960s-70s and his work helped provide much of the thematic continuities and coherency to the genre (Along with a couple of other personalities in a few distinct circles of actors, directors, and screenwriters). In the FOD plot, the protagonist arrives in town, stirs up a tense situation, then undergoes a near-death followed by a resurrection (in some films, like Quella sporca storia nel west (1968) it is quite literally a crucifixion). The Catholic undertone to the narrative and the symbolism is intriguing, especially given the implicit populist/explicit socialist leanings of the filmmakers and their films. The Ringo plot, developed more fully by screenwriter Ernesto Gastaldi in a series of films starring Guliano Gemma, a egoistic protagonist chooses the interest of a community over his own through the medium of a relationship with a member of that community (with a healthy dash ironic uncertainty).<br /><br />The relationship between Carradine and Johnny is clearly based on that of Manco/Mortimer from a Fistful of Dollar (1965). The two scene of the exchange of the gun belts provides a clever dialog and understanding between the two. Numerous films, including Da uomo a uomo (1968) or even El Chuncho, quién sabe? (1967), use this relationship between an older and younger man (father/son, older/younger brother, Anglo adviser/adversary and peasant revolutionary) as a central dynamic to the plot.<br /><br />Additionally, there is the focus on deception and misdirection, mazes and mirrors, that recur throughout the best early WAI. The canons and pueblos of Almeria become literal mazes through which protagonist and antagonist play shifting games of cat and mouse.<br /><br />What distinguishes Johnny Yuma from other WAI is the quality of director Romolo Guerriri's use of visual/psychological space together arrangement with the script's intelligent mechanisms to forward the plot. Dialogue was never very important to the WAI and often absurdly unintelligible (thought there are exceptions, such as the cynical commentaries in Django (1966) or Faccia a faccia (1967).<br /><br />Psychological depth of character is created almost entirely through iconic imagery, it's juxtapositions, and it's description of the overall narrative situation. See how the presence of the deadly Samantha is felt during the beating scene  watching from the roof or from the background of the action. Or how Johnny strips Samantha and Pedro of their security and confidence in their power through his stealthy invasions of their ranch, hotel, even bedroom (this, again, is a theme from FOD). Finally, note how there is a focus on the search for information. Like many elements, this is borrowed from FOD which was ultimately based on the hard-boiled mystery novel Red Harvest. It is through incidental contacts, wanted posters, overheard conversations, glances out of windows, watches left in the dust, or mistaken identities and movements through the ripples created by the actions of Pedro and Samantha within this surreal and absurd reality that the narrative tacks forward to it's conclusion.<br /><br />The movie was notable in it's time for what were perceived of as excesses in violence. Of course, these films were hardly more violent than many American westerns. What was different was the psychological intensity of the violence and the causes to which it was attributed, which is to say that it was not the violence but it's meaning that had changed. Johnny Yuma is distinct and interesting in it's use and portrayal of violence and this is another interesting aspect of the film.<br /><br />What I personally find most interesting about most of this genre is the link it provides to the anonymous, nameless audiences in Italy and Spain to whom these recurrent narratives held some significance and interest. The artifact may have no intrinsic worth in and of itself  some flint debitage from a prehistoric site, a shard of cruse pottery, or a moldering piece of leather and rusted metal  but it is reference to some nameless presence, lives, that were significant simply because they existed. While Johnny Yuma has intrinsic worth, much of it's interest for me derives from this connection and mystery.<br /><br />Top spaghetti western list http://imdb.com/mymovies/list?l=21849907<br /><br />Average SWs http://imdb.com/mymovies/list?l=21849889<br /><br />For fanatics only (bottom of the barrel) http://imdb.com/mymovies/list?l=21849890",1
"Superman and the Mole Men is quite possibly Superman's toughest adventures ever.<br /><br />Lois Lane and Clark Kent are sent to Silsby, home of the world's deepest oil well. While there, some radioactive mole men come up through the oil well and explore the town. Jeff Corey and many other townspeople try to dispose of the invading mole men. Can Superman change the people's ways in time to save the mole men? Can Superman warn the people in time about the radioactive danger the mole men bring?<br /><br />In my opinion, Superman and the Mole Men is a very intelligent, well-written and well-acted movie. Even though we only get to see Superman fly once briefly, It still makes a great Superman adventure. A must see for anyone.<br /><br />10/10 Stars",1
"I can hardly believe that this inert, turgid and badly staged film is by a filmmaker whose other works I've quite enjoyed. The experience of enduring THE LADY AND THE DUKE (and no other word but ""enduring"" will do), left me in a vile mood, a condition relieved only by reading the IMDb user comment by ali-112. For not only has Rohmer attempted (with success) to make us see the world through the genre art of 18th century France but, as ali has pointed out, has shown (at the cost of alienating his audience) the effects of both class consciousness and the revolution it inspired through the eyes of a dislikably elitist woman of her times. The director has accomplished something undeniably difficult, but I question whether it was worth the effort it took for him to do so -- or for us to watch the dull results of his labor.",0
"Just to mention one more thing about Gentleman Jim. I agree with all the assessments that make this among Errol Flynn's greatest outings in a career of great outings. I would think this role playing boxer Jim Corbett is more like his real personality than the swashbucklers he was typecast as. Flynn seemed like a party animal from his memoirs and was one guy whose real life was more exciting than his screen life. The extra thing I wanted to point out is notice the great montages, transitions, and still inserts that punctuate the film. Although the director was Raoul Walsh, a frequent collaborator with Flynn, with cinematographer Sid Hickox, the montages were made up by an up and coming editor named Don Siegel. I never knew Siegel went that far back but he's listed right in the credits. He would go on to a great career as action director himself.",1
"At least the under ten year old set will stay interested. Eleanor(Geena Davis)and Fred(Hugh Laurie)Little, a nice well-to-do couple set out to bring home from the orphanage a new little brother for their son George(Johnathan Lipnicki). They come home with quite the odd new sibling...a sharp dressed little mouse named Stuart(voiced by Michael J. Fox). Yes, mouse. Stuart is happy to have found the sense of belonging even if it is in a super sized world that contains his new family's pet cat Snowbell(voiced by Nathan Lane). Stuart embarks on the experience of family loyalty and overall friendship. George will finally accept his tiny new brother when the dapper dressed Stuart saves embarrassment at a model boat race.<br /><br />Also in the cast: Julia Sweeney, Harold Gould, Estelle Getty and Jeffery Jones. And the voices of: Chaz Palminteri, Bruno Kirby and Jennifer Tilly.",0
"Any film that deals with bigotry in a positive manner is a film that should still be seen by current audiences as the message and moral of the story will always be relevant as long as we have a world full of bigotry.<br /><br />Aside from that, the film is really an old-fashioned love story..boy meets girl..boys loses girl...boy gets girl back....<br /><br />The weakest role goes to the late Kent Smith as Lt. General Webster(Riccardo Montalban is a close second)...my question would be how did he ever get to be a 3-star general...the character is such a wimp in the presence of his wife and military subordinates, it's a wonder they show him any respect at all.<br /><br />Brando's southern accent is a little overdone, and some scenes have a few holes but overall, I enjoy the film every time I see it.<br /><br />Red Buttons is great...I always love seeing comedians in dramatic roles...as in Button's case, often a comedian can better portray the tragedy of a person than a more traditional dramatic actor.",1
"Finally a movie where the audience is kept guessing until the end what will happen. Well, we all kind of know that the lives of the brothers, Andy (played by Hoffman) and Hank (played by Hawke) will spiral downward towards destruction since where else is there to go but down, but we do not know how or when until near the end of the movie. Hoffman is superb, as usual, and even Hawke was decent as the younger brother who basically does what he is told since he really cannot think for himself. Hawke might have been a little out of his element, but he played the part well enough. Add into this mix Andy's wife, played perfectly by Marisa Tomei, cheating with Hank; Andy's embezzlement of company funds to pay for his drug and sex addictions; and a father who finally discovers exactly what happened the day of the robbery. This movie will get you thinking.",1
"This is one of the best animated movies I've ever seen in my life. This isn't just a fun movie, or a well-made movie. This is a landmark in the art of animation and even if it weren't, just the technical skill that went into making it, would grant it a place in the history of animation.<br /><br />Wladyslaw Starewicz created a stop-motion movie about the secret life of beetles. He imagined a coherent world of insects, with jobs, houses, nightclubs, movie houses, even little props like posters and bicycles and paintings.<br /><br />In this movie he tells a simple tale of hypocrisy and revenge. Mr. Beetle has an affair with a dancing dragonfly, much to the chagrin of a grasshopper; but he's a cameraman and decides to shoot the fling. Mr. Beetle returns home and finds Mrs. Beetle having her own affair. Mr. Beetle chases the lover away but forgives his wife. The two make up and go out to the movies. And the movie they watch is Mr. Beetle and the Dragonfly. Described thus it sounds banal, but once seen it becomes a gripping work of cinema. Along with Emile Cohl and Jiri Trnka, Wladyslaw Starewicz pretty much invented everything that future animators would use in their work. For that reason he must not remain forgotten.",1
"Although there is melodrama at the center or rather at the bottom of this film, the story is told beautifully and subtly and the acting is superb.<br /><br />Yaara, studying at Princeton, returns to her native Israel for the funeral of her oldest and dearest friend, Talia. Because Yaara practically lived with her friend's parents after the death of her own mother, she has lost her adoptive sister. And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.<br /><br />Inevitably, the blind girl is the one who determines to solve the mystery of this death. Though without sight, she has insight. Though she cannot see, she is able to find what is out of sight than the ""normal"" people around her. The film thus becomes an absorbing mystery as Yaara scours for clues in memories of her relationship with Talia, in her adoptive family's house, in tapes, diaries, and people in Talia's past and present.<br /><br />Told from Yara's point of view, the film is also seen from her point of view, as she visualizes what she hears, believes, and imagines. The solution to the mystery is rather conventional, but the search is conducted with such subtle care and the answer rendered so beautifully and without fanfare, that the pat moment is easily forgiven. The truths emerge gradually yet inexorably, clarifying not only Talia's life, but also her relationship with Yaara. Tali Sharon, as Yaara, uses her mobile face and voice effectively, and is utterly believable as both the adult and teenage girl. We accept fully her ability by the film's end to find her place in the world more confidently.<br /><br />Noteworthy is the precision by which places and actions are repeated with small but significant variations that never become tedious, the dead-on acting by the minor characters, and the interesting decision to represent Talia only as a teenager. I will quibble with Yaara's final declaration as stands with Gadi, Talia's last boyfriend, at a cliff's edge, but that trip to the edge is so fascinating that the image will remain in sight longer than her words will be recalled.",1
"In theory, films should be a form of entertainment. While this excludes documentaries and other experimental forms of film-making; most movies, specially genre films, must not only tell it's story or message, they must entertain their target audience in some way. All this just to say that in my opinion a bad movie is not a movie with low production values or low-budget, a bad movie is one that is boring.<br /><br />""Hellborn"" or ""Asylum of the Damned"" as is known in the U.S., is a bad movie simply because it is just not involving, and irremediably boring and tiresome. While it has a very good premise, it is just poorly developed and the mediocre acting doesn't make things better. On another hands the film probably could had been a fine or even classic B-movie, but here it is just a bad attempt at film-making.<br /><br />Director Philip J. Jones tells the tale of James Bishop (Matt Stasi), a young psychiatry resident, who just got his dream job at St. Andrew Mental Hospital; but the old asylum seems to hide a secret. After the mysterious death of some patients and the constant rumors of satanic practices, James decides to find out what is going on; only to find the incredulity of his boss, Dr. McCort (Bruce Payne), who believes that Bishop is going as insane as his patients.<br /><br />While the premise is quite interesting, the execution of the film leaves a lot to be desired. In an attempt of making a supernatural psychological thriller, Jones goes for the easy way out and makes a movie filled with every cliché of the genre. Of course, there are lots of great movies that are also filled with clichés; but in ""Hellborn"" every single one is wasted and turned into a cheap jump scare to keep things moving, resulting in a boring and predictable storyline.<br /><br />The acting is quite mediocre for the most part, with one big exception: Bruce Payne gives a top-notch performance that makes the movie look unworthy of such good acting. Matt Stasi is very weak as the lead character and the rest of the cast make forgettable performances.<br /><br />Despite all this flaws, one thing has to be written about ""Hellborn""; it has a visual look very good for the budget and very similar to modern day big-budget Hollywod ""horror"" productions. Also, the make-up and prosthetics are done very nicely and the designs for the main antagonist are quite good. Sadly, the rest of the Special Effects are awful and outdated, making a huge contrast with the make-up & prosthetics.<br /><br />""Hellborn"" is a movie with a few good things outnumbered by its serious flaws with terrible results. Hardcore horror or b-movie fans may be interested by its premise but it is a boring and tiresome experience. 3/10",0
"Back in the forties, when movies touched on matters not yet admissible in ""polite"" society, they resorted to codes which supposedly floated over the heads of most of the audience while alerting those in the know to just what was up. Probably no film of the decade was so freighted with innuendo as the oddly obscure Desert Fury, set in a small gambling oasis called Chuckawalla somewhere in the California desert. Proprietress of the Purple Sage saloon and casino is the astonishing Mary Astor, in slacks and sporting a cigarette holder; into town drives her handful-of-a-daughter, Lizabeth Scott, looking, in Technicolor, like 20-million bucks. But listen to the dialogue between them, which suggests an older Lesbian and her young, restless companion (one can only wonder if A.I. Bezzerides' original script made this relationship explicit). Even more blatant are John Hodiak as a gangster and Wendell Corey as his insanely jealous torpedo. Add Burt Lancaster as the town sheriff, stir, and sit back. Both Lancaster and (surprisingly) Hodiak fall for Scott. It seems, however, that Hodiak not only has a past with Astor, but had a wife who died under suspicious circumstances. The desert sun heats these ingredients up to a hard boil, with face-slappings aplenty and empurpled exchanges. Don't pass up this hothouse melodrama, chock full of creepily exotic blooms, if it comes your way; it's a remarkable movie.",1
"Despite its budget limitations, this is a great film, proof that effort and imagination can overcome lack of cash. The opening, in which cave-paintings seem to show how some dinosaurs at least survived into the age of human beings, is a nice red herring. After that, a meteor comes down into a lake and causes heat which, in turn, causes the hatching of a frozen dinosaur egg (maybe the cave-paintings suggest instead that this isn't the first time such a thing has happened). When the prehistoric beast appears, it's a well-animated Plesiosaur which is soon causing disappearances in the local area. Alright, so it's not Jurassic Park, but it's still genuine entertainment for fans of monster movies.",1
"This movie is trash-poor. It has horrible taste, and is pedestrian and unconvincing in script although supposedly based on real-events - which doesn't add much of anything but make it more of a disappointment. Direction is not well done at as scenes and dialogue are out-of-place. Not sure what Robin Williams saw in this character or story. To start, Williams is not convincing as a gay in a relationship breakup nor is the relationship itself interesting. What's worse, his character is compelled by an ugly pedophile story that is base and has no place as a plot device. You have an older Rory Culkin tastelessly spouting ""d_ck_smker"" - in good fun- which is annoying enough and then laughed up by the Williams character. Finally you have Sandra Oh as a guardian angel adviser to Williams and a thrown in explanation of the whole fiasco towards the end. Toni Collete's character is just plain annoying and a re-hash of her 6th Sense performance with poorer direction. Very Miss-able.",0
"I'm not tired to say this is one of the best political thrillers ever made. The story takes place in a fictional state, but obviously it deals with the murder of Kennedy. A truthful and honest district attorney (played by Yves Montand) does not believe that the murder was planned and executed by the single man Daslow (=Oswald) and though all other officials want to close the case he continuous to investigate with his team.<br /><br />The screenplay is written tight and fast and holds the tension till the end. Just the part dealing with the Milgram experiment about authorities is (though not uninteresting) a bit out of place. The ending sequence - explaining who Icarus really is - partly shot in slow motion and intensified by a Morricone soundtrack is the most powerful sequence I have ever seen in a movie.",1
"In 1978 a phenomenon began. The release of John Carpenter's ""Halloween"" got people queueing around the block to witness the evil that is Michael Meyers. The critics loved it, the world loved it, it was imitated, and has gone down as one of the greatest movies in cinematic history.<br /><br />plot: 15 years after a murder took place, four friends (all females) are babysitting(and having it on with their boyfriends) on Halloween night. After escaping from a hospital the night before, Michael myers Returns to his home town to stalk these people. He murders 3 of them silently and subtlety. He does not speak. He walks slowly. He hides....<br /><br />Only one of the friends escapes, after being saved by Doctor Loomis (Michael's pursuer and doctor) <br /><br />There is one reason why Halloween works so well. Simplicity. We don't know where Michael is, we don't know why he kills, and he frightens us. They're the only reasons why we are afraid.<br /><br />John carpenter wrote the movie, and directed. He builds unbearable tension throughout the story, and scares to such a degree, that sometimes we cannot watch. And the climax is truly startling.<br /><br />As horror, this is essential. It is terrifying and well acted. It is also mysterious. Michael is a force, not a human. A force that cannot be denied.<br /><br />The sequels focused too much around Michael and his ""history"". This movie focuses on the fear of the unknown. Perhaps that's why this thing is a masterpiece.",1
